ordernumber,orderdate,productline,country,quantityordered,priceeach,sales,total_sales,dealsize
10212,2004-01-16 00:00:00,Classic Cars,Spain,39,100.0,4946.76,3900.0,Medium
10225,2004-02-22 00:00:00,Classic Cars,Switzerland,25,99.82,2495.5,2495.5,Small
10238,2004-04-09 00:00:00,Classic Cars,Denmark,29,100.0,3167.38,2900.0,Medium
10253,2004-06-01 00:00:00,Classic Cars,UK,22,100.0,2402.84,2200.0,Small
10266,2004-07-06 00:00:00,Classic Cars,Italy,22,100.0,2454.54,2200.0,Small
10276,2004-08-02 00:00:00,Classic Cars,USA,47,100.0,5464.69,4700.0,Medium
10287,2004-08-30 00:00:00,Classic Cars,Switzerland,45,100.0,4756.5,4500.0,Medium
10300,2003-10-04 00:00:00,Classic Cars,Germany,29,100.0,3984.6,2900.0,Medium
10310,2004-10-16 00:00:00,Classic Cars,Germany,24,100.0,3100.32,2400.0,Medium
10320,2004-11-03 00:00:00,Classic Cars,Sweden,35,100.0,4850.3,3500.0,Medium
10329,2004-11-15 00:00:00,Classic Cars,USA,46,83.63,3846.98,3846.9799999999996,Medium
10341,2004-11-24 00:00:00,Classic Cars,Austria,44,95.93,4220.92,4220.92,Medium
10363,2005-01-06 00:00:00,Classic Cars,Finland,34,96.73,3288.82,3288.82,Medium
10376,2005-02-08 00:00:00,Classic Cars,USA,35,100.0,3987.2,3500.0,Medium
10389,2005-03-03 00:00:00,Classic Cars,Sweden,25,72.38,1809.5,1809.5,Small
10419,2005-05-17 00:00:00,Classic Cars,Austria,10,100.0,1092.2,1000.0,Small
10105,2003-02-11 00:00:00,Classic Cars,Denmark,29,100.0,4566.05,2900.0,Medium
10117,2003-04-16 00:00:00,Classic Cars,Singapore,39,100.0,5938.14,3900.0,Medium
10127,2003-06-03 00:00:00,Classic Cars,USA,42,100.0,8138.76,4200.0,Large
10142,2003-08-08 00:00:00,Classic Cars,USA,46,100.0,9470.94,4600.0,Large
10153,2003-09-28 00:00:00,Classic Cars,Spain,49,100.0,7036.89,4900.0,Large
10165,2003-10-22 00:00:00,Classic Cars,Singapore,27,100.0,5559.03,2700.0,Medium
10176,2003-11-06 00:00:00,Classic Cars,Italy,50,100.0,7872.5,5000.0,Large
10185,2003-11-14 00:00:00,Classic Cars,USA,43,100.0,7886.2,4300.0,Large
10196,2003-11-26 00:00:00,Classic Cars,USA,38,100.0,7232.16,3800.0,Large
10208,2004-01-02 00:00:00,Classic Cars,France,20,100.0,3114.4,2000.0,Medium
10220,2004-02-12 00:00:00,Classic Cars,Ireland,27,100.0,5045.22,2700.0,Medium
10231,2004-03-19 00:00:00,Classic Cars,Spain,49,100.0,6952.12,4900.0,Medium
10247,2004-05-05 00:00:00,Classic Cars,Finland,27,100.0,4157.73,2700.0,Medium
10272,2004-07-20 00:00:00,Classic Cars,USA,39,100.0,7962.24,3900.0,Large
10282,2004-08-20 00:00:00,Classic Cars,USA,24,100.0,3778.8,2400.0,Medium
10293,2004-09-09 00:00:00,Classic Cars,Italy,45,100.0,8253.0,4500.0,Large
10306,2004-10-14 00:00:00,Classic Cars,UK,20,100.0,3633.4,2000.0,Medium
10314,2004-10-22 00:00:00,Classic Cars,Denmark,36,100.0,6913.8,3600.0,Medium
10325,2004-11-05 00:00:00,Classic Cars,Norway,24,100.0,2583.6,2400.0,Small
10336,2004-11-20 00:00:00,Classic Cars,France,49,63.38,3105.62,3105.6200000000003,Medium
10349,2004-12-01 00:00:00,Classic Cars,USA,26,100.0,4408.56,2600.0,Medium
10359,2004-12-15 00:00:00,Classic Cars,France,49,62.09,3042.41,3042.4100000000003,Medium
10372,2005-01-26 00:00:00,Classic Cars,Japan,34,100.0,5941.5,3400.0,Medium
10382,2005-02-17 00:00:00,Classic Cars,USA,34,95.35,3241.9,3241.8999999999996,Medium
10396,2005-03-23 00:00:00,Classic Cars,USA,33,100.0,6109.29,3300.0,Medium
10413,2005-05-05 00:00:00,Classic Cars,USA,22,100.0,3387.78,2200.0,Medium
10108,2003-03-03 00:00:00,Classic Cars,Philippines,39,89.38,3485.82,3485.8199999999997,Medium
10122,2003-05-08 00:00:00,Classic Cars,France,32,63.84,2042.88,2042.88,Small
10135,2003-07-02 00:00:00,Classic Cars,USA,24,75.01,1800.24,1800.2400000000002,Small
10147,2003-09-05 00:00:00,Classic Cars,USA,21,63.84,1340.64,1340.64,Small
10159,2003-10-10 00:00:00,Classic Cars,USA,24,73.42,1762.08,1762.08,Small
10169,2003-11-04 00:00:00,Classic Cars,Australia,36,63.84,2298.24,2298.2400000000002,Small
10181,2003-11-12 00:00:00,Classic Cars,Norway,20,81.4,1628.0,1628.0,Small
10191,2003-11-20 00:00:00,Classic Cars,Germany,30,64.64,1939.2,1939.2,Small
10203,2003-12-02 00:00:00,Classic Cars,Spain,44,82.99,3651.56,3651.56,Medium
10211,2004-01-15 00:00:00,Classic Cars,France,28,92.57,2591.96,2591.96,Small
10225,2004-02-22 00:00:00,Classic Cars,Switzerland,37,77.41,2864.17,2864.17,Small
10238,2004-04-09 00:00:00,Classic Cars,Denmark,20,74.21,1484.2,1484.1999999999998,Small
10253,2004-06-01 00:00:00,Classic Cars,UK,25,90.17,2254.25,2254.25,Small
10266,2004-07-06 00:00:00,Classic Cars,Italy,35,76.61,2681.35,2681.35,Small
10276,2004-08-02 00:00:00,Classic Cars,USA,38,83.79,3184.02,3184.0200000000004,Medium
10287,2004-08-30 00:00:00,Classic Cars,Switzerland,41,69.43,2846.63,2846.63,Small
10300,2003-10-04 00:00:00,Classic Cars,Germany,22,76.61,1685.42,1685.42,Small
10310,2004-10-16 00:00:00,Classic Cars,Germany,49,81.4,3988.6,3988.6000000000004,Medium
10320,2004-11-03 00:00:00,Classic Cars,Sweden,38,73.42,2789.96,2789.96,Small
10329,2004-11-15 00:00:00,Classic Cars,USA,33,100.0,3607.56,3300.0,Medium
10341,2004-11-24 00:00:00,Classic Cars,Austria,36,93.56,3368.16,3368.16,Medium
10363,2005-01-06 00:00:00,Classic Cars,Finland,34,81.62,2775.08,2775.08,Small
10377,2005-02-09 00:00:00,Classic Cars,Finland,24,67.83,1627.92,1627.92,Small
10389,2005-03-03 00:00:00,Classic Cars,Sweden,36,70.26,2529.36,2529.36,Small
10419,2005-05-17 00:00:00,Classic Cars,Austria,34,90.17,3065.78,3065.78,Medium
10104,2003-01-31 00:00:00,Trucks and Buses,Spain,41,100.0,4615.78,4100.0,Medium
10115,2003-04-04 00:00:00,Trucks and Buses,USA,46,100.0,5723.78,4600.0,Medium
10127,2003-06-03 00:00:00,Trucks and Buses,USA,24,100.0,2559.6,2400.0,Small
10141,2003-08-01 00:00:00,Trucks and Buses,Finland,21,100.0,2140.11,2100.0,Small
10151,2003-09-21 00:00:00,Trucks and Buses,Finland,24,100.0,3327.6,2400.0,Medium
10165,2003-10-22 00:00:00,Trucks and Buses,Singapore,48,100.0,6825.6,4800.0,Medium
10175,2003-11-06 00:00:00,Trucks and Buses,UK,26,100.0,3543.28,2600.0,Medium
10184,2003-11-14 00:00:00,Trucks and Buses,Spain,37,100.0,4516.22,3700.0,Medium
10195,2003-11-25 00:00:00,Trucks and Buses,USA,49,100.0,6445.46,4900.0,Medium
10207,2003-12-09 00:00:00,Trucks and Buses,USA,34,99.54,3384.36,3384.36,Medium
10219,2004-02-10 00:00:00,Trucks and Buses,USA,48,100.0,4891.68,4800.0,Medium
10229,2004-03-11 00:00:00,Trucks and Buses,USA,36,100.0,4521.96,3600.0,Medium
10246,2004-05-05 00:00:00,Trucks and Buses,Spain,46,100.0,5069.66,4600.0,Medium
10259,2004-06-15 00:00:00,Trucks and Buses,Singapore,46,100.0,6541.2,4600.0,Medium
10271,2004-07-20 00:00:00,Trucks and Buses,USA,31,97.17,3012.27,3012.27,Medium
10281,2004-08-19 00:00:00,Trucks and Buses,USA,41,100.0,5247.18,4100.0,Medium
10292,2004-09-08 00:00:00,Trucks and Buses,USA,21,100.0,2214.87,2100.0,Small
10305,2004-10-13 00:00:00,Trucks and Buses,USA,38,100.0,4773.18,3800.0,Medium
10314,2004-10-22 00:00:00,Trucks and Buses,Denmark,45,100.0,6185.7,4500.0,Medium
10324,2004-11-05 00:00:00,Trucks and Buses,USA,26,58.38,1517.88,1517.88,Small
10336,2004-11-20 00:00:00,Trucks and Buses,France,38,100.0,6372.6,3800.0,Medium
10349,2004-12-01 00:00:00,Trucks and Buses,USA,48,100.0,5232.96,4800.0,Medium
10358,2004-12-10 00:00:00,Trucks and Buses,Spain,42,64.16,2694.72,2694.72,Small
10371,2005-01-23 00:00:00,Trucks and Buses,USA,49,35.71,1749.79,1749.79,Small
10382,2005-02-17 00:00:00,Trucks and Buses,USA,32,66.58,2130.56,2130.56,Small
10412,2005-05-03 00:00:00,Trucks and Buses,Spain,54,100.0,5951.34,5400.0,Medium
10425,2005-05-31 00:00:00,Trucks and Buses,France,33,100.0,4692.6,3300.0,Medium
10108,2003-03-03 00:00:00,Classic Cars,Philippines,36,100.0,3731.04,3600.0,Medium
10122,2003-05-08 00:00:00,Classic Cars,France,20,100.0,2142.0,2000.0,Small
10135,2003-07-02 00:00:00,Classic Cars,USA,29,97.89,2838.81,2838.81,Small
10147,2003-09-05 00:00:00,Classic Cars,USA,33,97.89,3230.37,3230.37,Medium
10160,2003-10-11 00:00:00,Classic Cars,USA,50,100.0,5182.0,5000.0,Medium
10170,2003-11-04 00:00:00,Classic Cars,Austria,41,100.0,4391.1,4100.0,Medium
10181,2003-11-12 00:00:00,Classic Cars,Norway,36,100.0,4477.32,3600.0,Medium
10192,2003-11-20 00:00:00,Classic Cars,USA,27,100.0,3544.56,2700.0,Medium
10203,2003-12-02 00:00:00,Classic Cars,Spain,47,100.0,5195.85,4700.0,Medium
10212,2004-01-16 00:00:00,Classic Cars,Spain,33,100.0,4180.44,3300.0,Medium
10225,2004-02-22 00:00:00,Classic Cars,Switzerland,21,100.0,2684.43,2100.0,Small
10239,2004-04-12 00:00:00,Classic Cars,Finland,21,93.28,1958.88,1958.88,Small
10253,2004-06-01 00:00:00,Classic Cars,UK,41,100.0,4910.57,4100.0,Medium
10266,2004-07-06 00:00:00,Classic Cars,Italy,40,100.0,4468.4,4000.0,Medium
10277,2004-08-04 00:00:00,Classic Cars,Singapore,28,100.0,3127.88,2800.0,Medium
10287,2004-08-30 00:00:00,Classic Cars,Switzerland,23,100.0,2675.13,2300.0,Small
10300,2003-10-04 00:00:00,Classic Cars,Germany,23,100.0,2807.61,2300.0,Small
10310,2004-10-16 00:00:00,Classic Cars,Germany,25,100.0,2504.75,2500.0,Small
10321,2004-11-04 00:00:00,Classic Cars,USA,24,100.0,2984.88,2400.0,Small
10329,2004-11-15 00:00:00,Classic Cars,USA,39,64.74,2524.86,2524.8599999999997,Small
10341,2004-11-24 00:00:00,Classic Cars,Austria,55,75.2,4136.0,4136.0,Medium
10363,2005-01-06 00:00:00,Classic Cars,Finland,46,88.45,4068.7,4068.7000000000003,Medium
10377,2005-02-09 00:00:00,Classic Cars,Finland,50,100.0,5182.0,5000.0,Medium
10389,2005-03-03 00:00:00,Classic Cars,Sweden,47,100.0,5243.79,4700.0,Medium
10405,2005-04-14 00:00:00,Classic Cars,France,97,93.28,9048.16,9048.16,Large
10419,2005-05-17 00:00:00,Classic Cars,Austria,32,100.0,3832.64,3200.0,Medium
10103,2003-01-29 00:00:00,Trucks and Buses,Norway,35,100.0,3920.0,3500.0,Medium
10113,2003-03-26 00:00:00,Trucks and Buses,USA,49,100.0,4916.66,4900.0,Medium
10126,2003-05-28 00:00:00,Trucks and Buses,Spain,38,100.0,3857.0,3800.0,Medium
10140,2003-07-24 00:00:00,Trucks and Buses,USA,32,100.0,4181.44,3200.0,Medium
10150,2003-09-19 00:00:00,Trucks and Buses,Singapore,34,100.0,4641.0,3400.0,Medium
10164,2003-10-21 00:00:00,Trucks and Buses,Austria,36,99.17,3570.12,3570.12,Medium
10174,2003-11-06 00:00:00,Trucks and Buses,Australia,48,93.34,4480.32,4480.32,Medium
10183,2003-11-13 00:00:00,Trucks and Buses,USA,21,96.84,2033.64,2033.64,Small
10194,2003-11-25 00:00:00,Trucks and Buses,France,21,93.34,1960.14,1960.14,Small
10206,2003-12-05 00:00:00,Trucks and Buses,Canada,34,100.0,3966.78,3400.0,Medium
10215,2004-01-29 00:00:00,Trucks and Buses,USA,46,100.0,5152.0,4600.0,Medium
10228,2004-03-10 00:00:00,Trucks and Buses,USA,32,100.0,3360.0,3200.0,Medium
10245,2004-05-04 00:00:00,Trucks and Buses,USA,29,100.0,3451.0,2900.0,Medium
10258,2004-06-15 00:00:00,Trucks and Buses,Japan,41,100.0,5453.0,4100.0,Medium
10270,2004-07-19 00:00:00,Trucks and Buses,Australia,43,96.84,4164.12,4164.12,Medium
10280,2004-08-17 00:00:00,Trucks and Buses,Italy,24,100.0,2800.08,2400.0,Small
10291,2004-09-08 00:00:00,Trucks and Buses,Sweden,41,100.0,4687.94,4100.0,Medium
10304,2004-10-11 00:00:00,Trucks and Buses,France,46,98.0,4508.0,4508.0,Medium
10312,2004-10-21 00:00:00,Trucks and Buses,USA,32,100.0,4181.44,3200.0,Medium
10322,2004-11-04 00:00:00,Trucks and Buses,USA,22,100.0,2251.04,2200.0,Small
10333,2004-11-18 00:00:00,Trucks and Buses,USA,29,40.25,1167.25,1167.25,Small
10347,2004-11-29 00:00:00,Trucks and Buses,Australia,42,49.6,2083.2,2083.2000000000003,Small
10357,2004-12-10 00:00:00,Trucks and Buses,USA,39,98.0,3822.0,3822.0,Medium
10370,2005-01-20 00:00:00,Trucks and Buses,Australia,27,100.0,3911.49,2700.0,Medium
10381,2005-02-17 00:00:00,Trucks and Buses,USA,48,98.0,4704.0,4704.0,Medium
10391,2005-03-09 00:00:00,Trucks and Buses,Australia,29,85.1,2467.9,2467.8999999999996,Small
10411,2005-05-01 00:00:00,Trucks and Buses,Canada,27,100.0,3213.0,2700.0,Medium
10424,2005-05-31 00:00:00,Trucks and Buses,Spain,54,100.0,7182.0,5400.0,Large
10109,2003-03-10 00:00:00,Classic Cars,USA,26,100.0,4379.18,2600.0,Medium
10122,2003-05-08 00:00:00,Classic Cars,France,34,100.0,5004.8,3400.0,Medium
10136,2003-07-04 00:00:00,Classic Cars,France,25,100.0,3644.75,2500.0,Medium
10148,2003-09-11 00:00:00,Classic Cars,Australia,23,100.0,2702.04,2300.0,Small
10161,2003-10-17 00:00:00,Classic Cars,Denmark,28,100.0,3764.88,2800.0,Medium
10171,2003-11-05 00:00:00,Classic Cars,Canada,35,100.0,4508.0,3500.0,Medium
10181,2003-11-12 00:00:00,Classic Cars,Norway,44,100.0,5418.16,4400.0,Medium
10192,2003-11-20 00:00:00,Classic Cars,USA,22,100.0,3300.66,2200.0,Medium
10204,2003-12-02 00:00:00,Classic Cars,USA,42,100.0,6182.4,4200.0,Medium
10212,2004-01-16 00:00:00,Classic Cars,Spain,29,100.0,4186.73,2900.0,Medium
10225,2004-02-22 00:00:00,Classic Cars,Switzerland,32,100.0,4529.28,3200.0,Medium
10240,2004-04-13 00:00:00,Classic Cars,Japan,41,100.0,5628.89,4100.0,Medium
10253,2004-06-01 00:00:00,Classic Cars,UK,26,100.0,3054.48,2600.0,Medium
10266,2004-07-06 00:00:00,Classic Cars,Italy,21,100.0,2526.51,2100.0,Small
10278,2004-08-06 00:00:00,Classic Cars,USA,34,100.0,4667.86,3400.0,Medium
10287,2004-08-30 00:00:00,Classic Cars,Switzerland,41,100.0,6499.32,4100.0,Medium
10301,2003-10-05 00:00:00,Classic Cars,Norway,37,100.0,5917.78,3700.0,Medium
10310,2004-10-16 00:00:00,Classic Cars,Germany,37,100.0,6231.91,3700.0,Medium
10321,2004-11-04 00:00:00,Classic Cars,USA,41,100.0,5803.14,4100.0,Medium
10331,2004-11-17 00:00:00,Classic Cars,USA,46,100.0,6434.02,4600.0,Medium
10342,2004-11-24 00:00:00,Classic Cars,Australia,40,100.0,6454.4,4000.0,Medium
10356,2004-12-09 00:00:00,Classic Cars,France,43,97.6,4196.8,4196.8,Medium
10365,2005-01-07 00:00:00,Classic Cars,USA,30,87.06,2611.8,2611.8,Small
10377,2005-02-09 00:00:00,Classic Cars,Finland,35,100.0,5895.05,3500.0,Medium
10390,2005-03-04 00:00:00,Classic Cars,USA,36,93.77,3375.72,3375.72,Medium
10406,2005-04-15 00:00:00,Classic Cars,Denmark,61,100.0,8374.69,6100.0,Large
10419,2005-05-17 00:00:00,Classic Cars,Austria,38,100.0,4464.24,3800.0,Medium
10102,2003-01-10 00:00:00,Vintage Cars,USA,39,100.0,4808.31,3900.0,Medium
10111,2003-03-25 00:00:00,Vintage Cars,USA,33,99.66,3288.78,3288.7799999999997,Medium
10125,2003-05-21 00:00:00,Vintage Cars,Australia,32,100.0,3254.72,3200.0,Medium
10139,2003-07-16 00:00:00,Vintage Cars,Australia,31,100.0,3184.94,3100.0,Medium
10149,2003-09-12 00:00:00,Vintage Cars,USA,50,100.0,5907.5,5000.0,Medium
10162,2003-10-18 00:00:00,Vintage Cars,USA,48,91.44,4389.12,4389.12,Medium
10173,2003-11-05 00:00:00,Vintage Cars,Italy,43,100.0,5036.16,4300.0,Medium
10182,2003-11-12 00:00:00,Vintage Cars,USA,25,87.33,2183.25,2183.25,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,28,100.0,3106.88,2800.0,Medium
10205,2003-12-03 00:00:00,Vintage Cars,Spain,36,100.0,3735.72,3600.0,Medium
10215,2004-01-29 00:00:00,Vintage Cars,USA,27,89.38,2413.26,2413.2599999999998,Small
10227,2004-03-02 00:00:00,Vintage Cars,France,25,100.0,2953.75,2500.0,Small
10244,2004-04-29 00:00:00,Vintage Cars,Spain,40,100.0,4684.8,4000.0,Medium
10256,2004-06-08 00:00:00,Vintage Cars,Denmark,34,95.55,3248.7,3248.7,Medium
10280,2004-08-17 00:00:00,Vintage Cars,Italy,50,100.0,5239.5,5000.0,Medium
10289,2004-09-03 00:00:00,Vintage Cars,Norway,38,100.0,4567.98,3800.0,Medium
10304,2004-10-11 00:00:00,Vintage Cars,France,37,95.55,3535.35,3535.35,Medium
10312,2004-10-21 00:00:00,Vintage Cars,USA,43,89.38,3843.34,3843.3399999999997,Medium
10322,2004-11-04 00:00:00,Vintage Cars,USA,43,86.3,3710.9,3710.9,Medium
10332,2004-11-17 00:00:00,Vintage Cars,UK,46,95.13,4375.98,4375.98,Medium
10346,2004-11-29 00:00:00,Vintage Cars,USA,42,36.11,1516.62,1516.62,Small
10356,2004-12-09 00:00:00,Vintage Cars,France,50,50.18,2509.0,2509.0,Small
10369,2005-01-20 00:00:00,Vintage Cars,USA,44,100.0,9240.44,4400.0,Large
10380,2005-02-16 00:00:00,Vintage Cars,Spain,27,93.16,2515.32,2515.3199999999997,Small
10391,2005-03-09 00:00:00,Vintage Cars,Australia,35,100.0,5548.9,3500.0,Medium
10422,2005-05-30 00:00:00,Vintage Cars,USA,51,95.55,4873.05,4873.05,Medium
10102,2003-01-10 00:00:00,Vintage Cars,USA,41,50.14,2055.74,2055.7400000000002,Small
10111,2003-03-25 00:00:00,Vintage Cars,USA,48,49.06,2354.88,2354.88,Small
10126,2003-05-28 00:00:00,Vintage Cars,Spain,42,54.99,2309.58,2309.58,Small
10139,2003-07-16 00:00:00,Vintage Cars,Australia,49,43.13,2113.37,2113.3700000000003,Small
10149,2003-09-12 00:00:00,Vintage Cars,USA,30,58.22,1746.6,1746.6,Small
10162,2003-10-18 00:00:00,Vintage Cars,USA,45,51.21,2304.45,2304.45,Small
10173,2003-11-05 00:00:00,Vintage Cars,Italy,48,44.21,2122.08,2122.08,Small
10182,2003-11-12 00:00:00,Vintage Cars,USA,32,54.45,1742.4,1742.4,Small
10193,2003-11-21 00:00:00,Vintage Cars,Australia,46,53.37,2455.02,2455.02,Small
10205,2003-12-03 00:00:00,Vintage Cars,Spain,48,63.61,3053.28,3053.2799999999997,Medium
10215,2004-01-29 00:00:00,Vintage Cars,USA,33,43.13,1423.29,1423.2900000000002,Small
10227,2004-03-02 00:00:00,Vintage Cars,France,31,48.52,1504.12,1504.1200000000001,Small
10244,2004-04-29 00:00:00,Vintage Cars,Spain,20,58.22,1164.4,1164.4,Small
10256,2004-06-08 00:00:00,Vintage Cars,Denmark,29,51.75,1500.75,1500.75,Small
10280,2004-08-17 00:00:00,Vintage Cars,Italy,27,57.68,1557.36,1557.36,Small
10289,2004-09-03 00:00:00,Vintage Cars,Norway,24,56.07,1345.68,1345.68,Small
10304,2004-10-11 00:00:00,Vintage Cars,France,37,48.52,1795.24,1795.24,Small
10312,2004-10-21 00:00:00,Vintage Cars,USA,25,44.21,1105.25,1105.25,Small
10322,2004-11-04 00:00:00,Vintage Cars,USA,41,57.68,2364.88,2364.88,Small
10332,2004-11-17 00:00:00,Vintage Cars,UK,27,89.89,2427.03,2427.03,Small
10347,2004-11-29 00:00:00,Vintage Cars,Australia,21,58.95,1237.95,1237.95,Small
10356,2004-12-09 00:00:00,Vintage Cars,France,22,72.41,1593.02,1593.02,Small
10369,2005-01-20 00:00:00,Vintage Cars,USA,32,98.63,3156.16,3156.16,Medium
10381,2005-02-17 00:00:00,Vintage Cars,USA,25,52.83,1320.75,1320.75,Small
10391,2005-03-09 00:00:00,Vintage Cars,Australia,42,100.0,4998.0,4200.0,Medium
10422,2005-05-30 00:00:00,Vintage Cars,USA,25,51.75,1293.75,1293.75,Small
10110,2003-03-18 00:00:00,Classic Cars,UK,37,100.0,5433.08,3700.0,Medium
10123,2003-05-20 00:00:00,Classic Cars,France,26,100.0,3073.72,2600.0,Medium
10137,2003-07-10 00:00:00,Classic Cars,France,44,99.55,4380.2,4380.2,Medium
10148,2003-09-11 00:00:00,Classic Cars,Australia,47,100.0,5848.68,4700.0,Medium
10161,2003-10-17 00:00:00,Classic Cars,Denmark,43,100.0,6153.73,4300.0,Medium
10172,2003-11-05 00:00:00,Classic Cars,USA,42,100.0,4965.24,4200.0,Medium
10181,2003-11-12 00:00:00,Classic Cars,Norway,42,100.0,5435.64,4200.0,Medium
10192,2003-11-20 00:00:00,Classic Cars,USA,29,100.0,4258.36,2900.0,Medium
10204,2003-12-02 00:00:00,Classic Cars,USA,40,100.0,4032.0,4000.0,Medium
10212,2004-01-16 00:00:00,Classic Cars,Spain,38,100.0,4492.36,3800.0,Medium
10226,2004-02-26 00:00:00,Classic Cars,USA,38,100.0,4161.38,3800.0,Medium
10241,2004-04-13 00:00:00,Classic Cars,France,21,100.0,2508.66,2100.0,Small
10253,2004-06-01 00:00:00,Classic Cars,UK,24,100.0,3374.88,2400.0,Medium
10266,2004-07-06 00:00:00,Classic Cars,Italy,36,100.0,5196.6,3600.0,Medium
10278,2004-08-06 00:00:00,Classic Cars,USA,23,100.0,2604.52,2300.0,Small
10288,2004-09-01 00:00:00,Classic Cars,Singapore,20,100.0,2936.8,2000.0,Small
10301,2003-10-05 00:00:00,Classic Cars,Norway,32,100.0,3424.64,3200.0,Medium
10311,2004-10-16 00:00:00,Classic Cars,Spain,29,100.0,2923.2,2900.0,Small
10321,2004-11-04 00:00:00,Classic Cars,USA,44,100.0,4489.76,4400.0,Medium
10331,2004-11-17 00:00:00,Classic Cars,USA,44,100.0,4849.24,4400.0,Medium
10343,2004-11-24 00:00:00,Classic Cars,France,36,100.0,5848.92,3600.0,Medium
10367,2005-01-12 00:00:00,Classic Cars,USA,49,56.3,2758.7,2758.7,Small
10378,2005-02-10 00:00:00,Classic Cars,Spain,34,42.64,1449.76,1449.76,Small
10407,2005-04-22 00:00:00,Classic Cars,USA,59,100.0,7048.14,5900.0,Large
10419,2005-05-17 00:00:00,Classic Cars,Austria,37,100.0,5202.94,3700.0,Medium
10106,2003-02-17 00:00:00,Planes,Italy,36,100.0,5279.4,3600.0,Medium
10119,2003-04-28 00:00:00,Planes,Austria,43,100.0,6916.12,4300.0,Medium
10131,2003-06-16 00:00:00,Planes,USA,21,100.0,2781.66,2100.0,Small
10143,2003-08-10 00:00:00,Planes,USA,32,100.0,5248.0,3200.0,Medium
10155,2003-10-06 00:00:00,Planes,Finland,38,100.0,6531.44,3800.0,Medium
10167,2003-10-23 00:00:00,Planes,Sweden,43,100.0,5763.72,4300.0,Medium
10178,2003-11-08 00:00:00,Planes,France,42,100.0,6490.68,4200.0,Medium
10186,2003-11-14 00:00:00,Planes,UK,32,100.0,6004.8,3200.0,Medium
10198,2003-11-27 00:00:00,Planes,Philippines,42,100.0,7483.98,4200.0,Large
10210,2004-01-12 00:00:00,Planes,Japan,31,100.0,5719.5,3100.0,Medium
10222,2004-02-19 00:00:00,Planes,USA,49,100.0,6954.08,4900.0,Medium
10250,2004-05-11 00:00:00,Planes,USA,45,100.0,8160.3,4500.0,Large
10262,2004-06-24 00:00:00,Planes,Spain,49,100.0,6567.96,4900.0,Medium
10274,2004-07-21 00:00:00,Planes,USA,41,100.0,6724.0,4100.0,Medium
10284,2004-08-21 00:00:00,Planes,Norway,45,100.0,5747.85,4500.0,Medium
10296,2004-09-15 00:00:00,Planes,Germany,36,100.0,5676.84,3600.0,Medium
10307,2004-10-14 00:00:00,Planes,USA,39,100.0,7379.97,3900.0,Large
10316,2004-11-01 00:00:00,Planes,UK,27,100.0,3704.13,2700.0,Medium
10327,2004-11-10 00:00:00,Planes,Denmark,25,100.0,2804.75,2500.0,Small
10338,2004-11-22 00:00:00,Planes,Belgium,41,100.0,5624.79,4100.0,Medium
10351,2004-12-03 00:00:00,Planes,UK,39,99.52,3881.28,3881.2799999999997,Medium
10373,2005-01-31 00:00:00,Planes,Finland,28,57.55,1611.4,1611.3999999999999,Small
10386,2005-03-01 00:00:00,Planes,Spain,25,54.57,1364.25,1364.25,Small
10398,2005-03-30 00:00:00,Planes,France,33,100.0,4215.09,3300.0,Medium
10400,2005-04-01 00:00:00,Planes,USA,34,100.0,6433.82,3400.0,Medium
10416,2005-05-10 00:00:00,Planes,Italy,24,100.0,4352.16,2400.0,Medium
10100,2003-01-06 00:00:00,Vintage Cars,USA,30,100.0,5151.0,3000.0,Medium
10110,2003-03-18 00:00:00,Vintage Cars,UK,42,100.0,6069.0,4200.0,Medium
10124,2003-05-21 00:00:00,Vintage Cars,USA,21,100.0,2856.0,2100.0,Small
10149,2003-09-12 00:00:00,Vintage Cars,USA,34,100.0,5375.4,3400.0,Medium
10162,2003-10-18 00:00:00,Vintage Cars,USA,29,100.0,5176.5,2900.0,Medium
10173,2003-11-05 00:00:00,Vintage Cars,Italy,24,100.0,3508.8,2400.0,Medium
10182,2003-11-12 00:00:00,Vintage Cars,USA,44,100.0,7554.8,4400.0,Large
10193,2003-11-21 00:00:00,Vintage Cars,Australia,21,100.0,3141.6,2100.0,Medium
10204,2003-12-02 00:00:00,Vintage Cars,USA,33,100.0,5890.5,3300.0,Medium
10214,2004-01-26 00:00:00,Vintage Cars,Spain,30,100.0,5967.0,3000.0,Medium
